,newsdesc,newstitle,titledesc
140,Kementerian PUPR punya sejumlah strategi untuk percepat pembangunan satu juta rumah pada 2018.,Program Pembangunan Sejuta Rumah Sudah Capai 70 Persen,Kementerian PUPR punya sejumlah strategi untuk percepat pembangunan satu juta rumah pada 2018. Program Pembangunan Sejuta Rumah Sudah Capai 70 Persen
141,Menteri PUPR Basuki Hadimuljono mengajak Himpunan Ahli Teknik Hidraulik Indonesia (HATHI) merumuskan masalah terkait manajemen air bagi Indonesia.,"Kelola Sumber Daya Air, Menteri PUPR Sebut RI Bisa Contoh Korsel","Menteri PUPR Basuki Hadimuljono mengajak Himpunan Ahli Teknik Hidraulik Indonesia (HATHI) merumuskan masalah terkait manajemen air bagi Indonesia. Kelola Sumber Daya Air, Menteri PUPR Sebut RI Bisa Contoh Korsel"
142,Kementerian PUPR perbaiki jalan yang sudah menembus Taman Nasional Kayan Mentarang di Kalimantan Utara.,Kementerian PUPR Bakal Bangun Tiga Pos Lintas Batas di Kalimantan Utara,Kementerian PUPR perbaiki jalan yang sudah menembus Taman Nasional Kayan Mentarang di Kalimantan Utara. Kementerian PUPR Bakal Bangun Tiga Pos Lintas Batas di Kalimantan Utara
143,"Menteri PUPR, Basuki Hadimuljono menegaskan, pentingnya melakukan lompatan dalam sektor yang sedang ditekuni, salah satunya pengelolaan SDA.","Teknologi Makin Berkembang, Pengelolaan Sumber Daya Air Butuh Inovasi","Menteri PUPR, Basuki Hadimuljono menegaskan, pentingnya melakukan lompatan dalam sektor yang sedang ditekuni, salah satunya pengelolaan SDA. Teknologi Makin Berkembang, Pengelolaan Sumber Daya Air Butuh Inovasi"
144,Ketersediaan jalan aspal bakal mempermurah harga barang bagi masyarakat di pedalaman Kalimantan.,Akses Jalan Mampu Turunkan Harga Barang di Hulu Mahakam,Ketersediaan jalan aspal bakal mempermurah harga barang bagi masyarakat di pedalaman Kalimantan. Akses Jalan Mampu Turunkan Harga Barang di Hulu Mahakam
145,"Di samping Tering-Long Bagun, Kementerian PUPR juga tengah merekonstruksi satu jalan akses lagi di Kabupaten Mahulu.","Akhirnya, Jalan di Kabupaten Mahakam Ulu Kalimantan Bakal Tersentuh Aspal","Di samping Tering-Long Bagun, Kementerian PUPR juga tengah merekonstruksi satu jalan akses lagi di Kabupaten Mahulu. Akhirnya, Jalan di Kabupaten Mahakam Ulu Kalimantan Bakal Tersentuh Aspal"
146,"Selain membangun jalan paralel perbatasan Kalimantan Timur, Kementerian PUPR juga menyiapkan jalan akses penopang yang akan tersambung dengan ruas tersebut.",Jalan Perbatasan Kalimantan Timur Bakal Gantikan Jalur Transportasi Sungai,"Selain membangun jalan paralel perbatasan Kalimantan Timur, Kementerian PUPR juga menyiapkan jalan akses penopang yang akan tersambung dengan ruas tersebut. Jalan Perbatasan Kalimantan Timur Bakal Gantikan Jalur Transportasi Sungai"
147,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus melanjutkan pembangunan jalan paralel perbatasan di Kalimantan.,Jalan Paralel Lintas Batas Kalimantan Bakal Tersambung Utuh pada 2025,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus melanjutkan pembangunan jalan paralel perbatasan di Kalimantan. Jalan Paralel Lintas Batas Kalimantan Bakal Tersambung Utuh pada 2025
148,Kementerian PUPR melanjutkan konstruksi jalan paralel perbatasan di Kalimantan sepanjang 1.070 KM.,Kementerian PUPR Targetkan Tembus Jalan Perbatasan Kalimantan pada 2019,Kementerian PUPR melanjutkan konstruksi jalan paralel perbatasan di Kalimantan sepanjang 1.070 KM. Kementerian PUPR Targetkan Tembus Jalan Perbatasan Kalimantan pada 2019
149,"Dengan anggaran Rp 7,4 triliun, Menteri Basuki Hadimuljono menyebutkan Indonesia kini memiliki berbagai arena yang diakui sebagai yang terbaik di Asia.","Telan Rp 7,4 Triliun, RI Sukses Bangun Arena Olahraga Terbaik di Asia","Dengan anggaran Rp 7,4 triliun, Menteri Basuki Hadimuljono menyebutkan Indonesia kini memiliki berbagai arena yang diakui sebagai yang terbaik di Asia. Telan Rp 7,4 Triliun, RI Sukses Bangun Arena Olahraga Terbaik di Asia"
150,"Rumah tahan gempa yang dibangun tidak harus Risha, melainkan bisa model lain yang nanti akan dilakukan verifikasi kualitasnya oleh Kementerian PUPR.",3 Jenis Rumah Instan Besutan Kementerian PUPR Buat Warga Lombok,"Rumah tahan gempa yang dibangun tidak harus Risha, melainkan bisa model lain yang nanti akan dilakukan verifikasi kualitasnya oleh Kementerian PUPR. 3 Jenis Rumah Instan Besutan Kementerian PUPR Buat Warga Lombok"
151,"Pemerintah bakal kebut pembangunan rumah dan fasilitas umum yang rusak akibat bencana gempa Lombok, Nusa Tenggara Barat (NTB).",Pemerintah Kebut Pembangunan Fasilitas Umum dan Hunian Warga di Lombok,"Pemerintah bakal kebut pembangunan rumah dan fasilitas umum yang rusak akibat bencana gempa Lombok, Nusa Tenggara Barat (NTB). Pemerintah Kebut Pembangunan Fasilitas Umum dan Hunian Warga di Lombok"
152,Pemerintah akan memberikan bantuan Rp 50 juta kepada setiap kepala keluarga (KK) yang rumahnya rusak berat akibat bencana gempa bumi di Lombok.,﻿Pemerintah Beri Rp 50 Juta untuk Bangun Rumah Rusak Akibat Gempa Lombok,Pemerintah akan memberikan bantuan Rp 50 juta kepada setiap kepala keluarga (KK) yang rumahnya rusak berat akibat bencana gempa bumi di Lombok. ﻿Pemerintah Beri Rp 50 Juta untuk Bangun Rumah Rusak Akibat Gempa Lombok
153,Kompleks Olahraga Gelora Bung Karno (GBK) Senayan Jakarta telah menjadi saksi sejarah semangat olahraga dari masa ke masa.,Kementerian PUPR Sajikan Potret Pembangunan Stadion GBK,Kompleks Olahraga Gelora Bung Karno (GBK) Senayan Jakarta telah menjadi saksi sejarah semangat olahraga dari masa ke masa. Kementerian PUPR Sajikan Potret Pembangunan Stadion GBK
154,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) berinisiatif mengirimkan sebanyak 400 Calon Pegawai Negeri Sipil (CPNS) ke Lombok.,CPNS Kementerian PUPR Siap Bantu Korban Gempa Lombok,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) berinisiatif mengirimkan sebanyak 400 Calon Pegawai Negeri Sipil (CPNS) ke Lombok. CPNS Kementerian PUPR Siap Bantu Korban Gempa Lombok
155,Rombongan para insinyur berstatus CPNS ini sengaja dilepas untuk menjadi tenaga pendamping bagi masyarakat Lombok dalam membangun rumah kualitas tahan gempa.,"Kirim Ratusan Insinyur ke Lombok, Ini Pesan Menteri PUPR","Rombongan para insinyur berstatus CPNS ini sengaja dilepas untuk menjadi tenaga pendamping bagi masyarakat Lombok dalam membangun rumah kualitas tahan gempa. Kirim Ratusan Insinyur ke Lombok, Ini Pesan Menteri PUPR"
156,"Kementerian PUPR menerjunkan para insinyur mudanya yang merupakan CPNS  2017, untuk memenuhi kebutuhan tenaga pedamping masyarakat Lombok dalam membangun kembali rumah dengan kualitas tahan gempa.","Bangun Rumah Tahan Gempa, 281 Insinyur Muda Berangkat ke Lombok Hari Ini","Kementerian PUPR menerjunkan para insinyur mudanya yang merupakan CPNS  2017, untuk memenuhi kebutuhan tenaga pedamping masyarakat Lombok dalam membangun kembali rumah dengan kualitas tahan gempa. Bangun Rumah Tahan Gempa, 281 Insinyur Muda Berangkat ke Lombok Hari Ini"
157,Industri jasa konstruksi Indonesia yang dimotori BUMN Karya terus kembangkan pasar ke luar negeri.,Kementerian PUPR Dorong Ekspor Jasa Konstruksi Indonesia,Industri jasa konstruksi Indonesia yang dimotori BUMN Karya terus kembangkan pasar ke luar negeri. Kementerian PUPR Dorong Ekspor Jasa Konstruksi Indonesia
158,Kementerian PUPR membangun infrastruktur pengendali banjir di Palembang untuk mengurangi banjir.,Kementerian PUPR Imbau Masyarakat Palembang Jaga Kebersihan Sungai,Kementerian PUPR membangun infrastruktur pengendali banjir di Palembang untuk mengurangi banjir. Kementerian PUPR Imbau Masyarakat Palembang Jaga Kebersihan Sungai
159,Perbaikan rumah warga yang roboh diguncang gempa akan dimulai pada 1 September 2018.,"Dampingi Masyarakat Bangun Rumah Tahan Gempa, 400 Insinyur Muda Dikirim ke Lombok","Perbaikan rumah warga yang roboh diguncang gempa akan dimulai pada 1 September 2018. Dampingi Masyarakat Bangun Rumah Tahan Gempa, 400 Insinyur Muda Dikirim ke Lombok"
160,"Kemampuan dan pengalaman para insinyur Indonesia dinilai sudah cukup memadai untuk berbagi pengalaman dengan negara lain, salah satunya Afghanistan.",Insinyur Afghanistan Belajar soal Infrastruktur ke RI,"Kemampuan dan pengalaman para insinyur Indonesia dinilai sudah cukup memadai untuk berbagi pengalaman dengan negara lain, salah satunya Afghanistan. Insinyur Afghanistan Belajar soal Infrastruktur ke RI"
161,Kementerian PUPR menyatakan sudah menangani sejumlah infrastruktur yang rusak akibat gempa di NTB.,Begini Aksi Cepat Tanggap Darurat Kementerian PUPR di Lombok,Kementerian PUPR menyatakan sudah menangani sejumlah infrastruktur yang rusak akibat gempa di NTB. Begini Aksi Cepat Tanggap Darurat Kementerian PUPR di Lombok
162,2.000 mahasiswa teknik dibutuhkan untuk menjadi fasilitator dalam program percepatan penanggulangan gempa Lombok.,"Tangani Gempa Lombok, Kementerian PUPR Butuh 2.000 Mahasiswa","2.000 mahasiswa teknik dibutuhkan untuk menjadi fasilitator dalam program percepatan penanggulangan gempa Lombok. Tangani Gempa Lombok, Kementerian PUPR Butuh 2.000 Mahasiswa"
163,910 Warga Binaan Pemasyarakatan (WBP) akan dilatih untuk menjadi tenaga terampil konstruksi.,Kementerian PUPR Latih 910 Narapidana Jadi Tenaga Konstruksi,910 Warga Binaan Pemasyarakatan (WBP) akan dilatih untuk menjadi tenaga terampil konstruksi. Kementerian PUPR Latih 910 Narapidana Jadi Tenaga Konstruksi
164,Kementerian PUPR akan segera kembali proses pembangunan rumah untuk para korban gempa Lombok.,Fasilitas Publik Berfungsi Kembali Desember 2018 di Lombok,Kementerian PUPR akan segera kembali proses pembangunan rumah untuk para korban gempa Lombok. Fasilitas Publik Berfungsi Kembali Desember 2018 di Lombok
165,Pembangunan Jembatan Musi IV dikerjakan oleh Kementerian PUPR melalui Balai Besar Pelaksanaan Jalan Nasional (BBPJN) VI.,Jembatan Musi IV Siap Difungsikan November 2018,Pembangunan Jembatan Musi IV dikerjakan oleh Kementerian PUPR melalui Balai Besar Pelaksanaan Jalan Nasional (BBPJN) VI. Jembatan Musi IV Siap Difungsikan November 2018
166,Tugas Kementerian PUPR adalah membuat masterplan serta pelaksaan konstruksi berbagai sarana dan prasarana pendukung dalam Kebun Raya.,Pemerintah Lanjutkan Penataan 12 Kebun Raya,Tugas Kementerian PUPR adalah membuat masterplan serta pelaksaan konstruksi berbagai sarana dan prasarana pendukung dalam Kebun Raya. Pemerintah Lanjutkan Penataan 12 Kebun Raya
167,Kementerian PUPR menyatakan program satu juta rumah sudah capai 582.638 unit per 20 Agustus 2018.,Pemerintah Targetkan Capaian Program Sejuta Rumah Meningkat,Kementerian PUPR menyatakan program satu juta rumah sudah capai 582.638 unit per 20 Agustus 2018. Pemerintah Targetkan Capaian Program Sejuta Rumah Meningkat
168,Adopsi budaya dan kondisi setempat dalam pembangunan infrastruktur pun sangat penting agar pembangunan dapat diterima oleh masyarakat dan meningkatkan manfaat infrastruktur.,Kayu Lontar Bisa Dipakai Untuk Bangun Rumah Ramah Lingkungan,Adopsi budaya dan kondisi setempat dalam pembangunan infrastruktur pun sangat penting agar pembangunan dapat diterima oleh masyarakat dan meningkatkan manfaat infrastruktur. Kayu Lontar Bisa Dipakai Untuk Bangun Rumah Ramah Lingkungan
169,Kementerian PUPR menyatakan warga Lombok tidak perlu bayar cicilan rumah hanya sementara dan diputuskan OJK.,"Akibat Gempa, Warga Lombok Sementara Dibebaskan Cicilan KPR","Kementerian PUPR menyatakan warga Lombok tidak perlu bayar cicilan rumah hanya sementara dan diputuskan OJK. Akibat Gempa, Warga Lombok Sementara Dibebaskan Cicilan KPR"
170,Kementerian PUPR mencatat kemajuan program sejuta rumah mencapai 582.638 unit rumah hingga 20 Agustus 2018.,"Ada Program Sejuta Rumah, Ditargetkan 610 Ribu Unit Terbangun pada Agustus","Kementerian PUPR mencatat kemajuan program sejuta rumah mencapai 582.638 unit rumah hingga 20 Agustus 2018. Ada Program Sejuta Rumah, Ditargetkan 610 Ribu Unit Terbangun pada Agustus"
171,"Pembangunan Rumah Instan Sederhana Sehat terhitung memakan waktu singkat, yakni hanya sekitar satu pekan.",Kementerian PUPR Ajak Kadin Bantu Bangun Rumah di Lombok,"Pembangunan Rumah Instan Sederhana Sehat terhitung memakan waktu singkat, yakni hanya sekitar satu pekan. Kementerian PUPR Ajak Kadin Bantu Bangun Rumah di Lombok"
172,"Pemerintah akan selesaikan pembangunan jalan tol baru sepanjang 1.852 km, pembangunan jalan nasional baru sepanjang 2.650 km sejak 2015-2019.","Bangun Konektivitas Jalan, Ongkos Logistik Bakal Turun 20 Persen","Pemerintah akan selesaikan pembangunan jalan tol baru sepanjang 1.852 km, pembangunan jalan nasional baru sepanjang 2.650 km sejak 2015-2019. Bangun Konektivitas Jalan, Ongkos Logistik Bakal Turun 20 Persen"
173,"Pemerintah meningkatkan jumlah bantuan dalam memasok ketersediaan prasarana, sarana air bersih dan sanitasi di Lombok.",Kementerian PUPR Tingkatkan Bantuan Air Bersih di Lombok,"Pemerintah meningkatkan jumlah bantuan dalam memasok ketersediaan prasarana, sarana air bersih dan sanitasi di Lombok. Kementerian PUPR Tingkatkan Bantuan Air Bersih di Lombok"
174,Kementerian PUPR dorong semua penyelesaian sengketa konstruksi agar dapat dilakukan melalui dewan sengketa konstruksi.,Kementerian PUPR Minta Penyelesaian Sengketa Konstruksi Lewat Dewan Sengketa,Kementerian PUPR dorong semua penyelesaian sengketa konstruksi agar dapat dilakukan melalui dewan sengketa konstruksi. Kementerian PUPR Minta Penyelesaian Sengketa Konstruksi Lewat Dewan Sengketa
175,Kementerian PUPR akan bangun rumah instan sederhana sehat untuk masyarakat dalam satu tahun.,Kementerian PUPR Siapkan Rumah Tahan Gempa di Lombok,Kementerian PUPR akan bangun rumah instan sederhana sehat untuk masyarakat dalam satu tahun. Kementerian PUPR Siapkan Rumah Tahan Gempa di Lombok
176,"Kementerian PUPR juga meningkatkan konektivitas jalan di pos lintas batas negara di Entikong, Kalbar.",Benahi Kawasan Perbatasan Entikong Dongkrak Kegiatan Ekonomi,"Kementerian PUPR juga meningkatkan konektivitas jalan di pos lintas batas negara di Entikong, Kalbar. Benahi Kawasan Perbatasan Entikong Dongkrak Kegiatan Ekonomi"
177,Wajah Labuan Bajo sebagai salah satu tujuan wisata unggulan di Indonesia kini semakin rapi dan lengkap sarana dan prasarana,Kementerian PUPR Percantik Kawasan Wisata Kuliner Labuan Bajo,Wajah Labuan Bajo sebagai salah satu tujuan wisata unggulan di Indonesia kini semakin rapi dan lengkap sarana dan prasarana Kementerian PUPR Percantik Kawasan Wisata Kuliner Labuan Bajo
178,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) paparkan pentingnya peran perempuan untuk infrastruktur.,Kementerian PUPR Ingin Pembangunan Infrastruktur Diakses Seluruh Warga,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) paparkan pentingnya peran perempuan untuk infrastruktur. Kementerian PUPR Ingin Pembangunan Infrastruktur Diakses Seluruh Warga
179,Kementerian PUPR melanjutkan pengiriman sarana dan prasarana air bersih bagi pengungsi korban gempa Lombok.,Kementerian PUPR Lanjutkan Pengiriman Air Bersih dan Sanitasi ke Lombok,Kementerian PUPR melanjutkan pengiriman sarana dan prasarana air bersih bagi pengungsi korban gempa Lombok. Kementerian PUPR Lanjutkan Pengiriman Air Bersih dan Sanitasi ke Lombok
180,Pemerintah dan pihak kontraktor akan terus berupaya agar pengerjaan seluruh jalan perbatasan itu dapat sepenuhnya rampung pada tahun depan.,Seluruh Proyek Jalan Perbatasan Ditargetkan Rampung 2019,Pemerintah dan pihak kontraktor akan terus berupaya agar pengerjaan seluruh jalan perbatasan itu dapat sepenuhnya rampung pada tahun depan. Seluruh Proyek Jalan Perbatasan Ditargetkan Rampung 2019
181,Kementerian PUPR melalui Pusat Pengelolaan Dana Pembiayaan Perumahan (PPDPP) melakukan Perjanjian Kerjasama Operasional (PKO) dengan 39 bank pembangunan,Kementerian PUPR Gandeng 39 Bank Salurkan Dana FLPP,Kementerian PUPR melalui Pusat Pengelolaan Dana Pembiayaan Perumahan (PPDPP) melakukan Perjanjian Kerjasama Operasional (PKO) dengan 39 bank pembangunan Kementerian PUPR Gandeng 39 Bank Salurkan Dana FLPP
182,Kementerian PUPR sedang kerjakan bendungan Ladongi di Sulawesi Tenggara.,Pembangunan Bendungan Ladongi Selesai Desember 2019,Kementerian PUPR sedang kerjakan bendungan Ladongi di Sulawesi Tenggara. Pembangunan Bendungan Ladongi Selesai Desember 2019
183,Kementerian PUPR telah menyelesaikan rumah khusus bagi MBR dan rumah susun mahasiswa di Papua Barat.,Pemerintah Bangun Rumah bagi Warga hingga Mahasiswa di Papua Barat,Kementerian PUPR telah menyelesaikan rumah khusus bagi MBR dan rumah susun mahasiswa di Papua Barat. Pemerintah Bangun Rumah bagi Warga hingga Mahasiswa di Papua Barat
184,Kementerian PUPR menawarkan Rumah Instan Sederhana Sehat (Risha) sebagai solusi rekonstruksi rumah yang rusak atau hancur akibat terguncang gempa besar.,"Terbukti Kokoh, Risha Jadi Solusi Rekontruksi Rumah Rusak Akibat Gempa","Kementerian PUPR menawarkan Rumah Instan Sederhana Sehat (Risha) sebagai solusi rekonstruksi rumah yang rusak atau hancur akibat terguncang gempa besar. Terbukti Kokoh, Risha Jadi Solusi Rekontruksi Rumah Rusak Akibat Gempa"
185,"Tahun 2019, Kementerian PUPR akan fokus pada penyelesaian proyek infrastruktur sehingga tidak ada yang mangkrak di tengah jalan.","Tahun Politik, Kementerian PUPR Fokus Tuntaskan Proyek Infrastruktur di 2019","Tahun 2019, Kementerian PUPR akan fokus pada penyelesaian proyek infrastruktur sehingga tidak ada yang mangkrak di tengah jalan. Tahun Politik, Kementerian PUPR Fokus Tuntaskan Proyek Infrastruktur di 2019"
186,"Menteri PUPR Basuki Hadimuljono menyatakan, penanggulangan dampak gempa di Lombok masih dalam tahapan darurat.","Gempa Lombok, Begini Langkah Kementerian PUPR Perbaiki Fasilitas yang Rusak","Menteri PUPR Basuki Hadimuljono menyatakan, penanggulangan dampak gempa di Lombok masih dalam tahapan darurat. Gempa Lombok, Begini Langkah Kementerian PUPR Perbaiki Fasilitas yang Rusak"
187,Penggunaan mikroorganisme dalam bioremediasi bertujuan untuk kurangi polutan dalam air.,Kementerian PUPR Tebar Mikroorganisme di Kali Sentiong,Penggunaan mikroorganisme dalam bioremediasi bertujuan untuk kurangi polutan dalam air. Kementerian PUPR Tebar Mikroorganisme di Kali Sentiong
188,Kementerian PUPR menyatakan pembangunan sekolah merupakan penugasan baru dari pemerintah.,"Bangun Sekolah, Kementerian PUPR Siapkan Rp 6 Triliun pada 2019","Kementerian PUPR menyatakan pembangunan sekolah merupakan penugasan baru dari pemerintah. Bangun Sekolah, Kementerian PUPR Siapkan Rp 6 Triliun pada 2019"
189,"Meski dolar AS perkasa, proyek-proyek yang berada di bawah Kementerian PUPR dipastikan tidak akan mengalami penundaan.",Kementerian PUPR Pastikan Tak Tunda Proyek Infrastruktur,"Meski dolar AS perkasa, proyek-proyek yang berada di bawah Kementerian PUPR dipastikan tidak akan mengalami penundaan. Kementerian PUPR Pastikan Tak Tunda Proyek Infrastruktur"
190,Rekonstruksi yang telah selesai di antaranya pembangunan 20 Sekolah Permanen di Kabupaten Pidie Jaya dan Bireuen.,Rekonstruksi Infrastruktur Pasca-Gempa Aceh 2016 Telah Rampung,Rekonstruksi yang telah selesai di antaranya pembangunan 20 Sekolah Permanen di Kabupaten Pidie Jaya dan Bireuen. Rekonstruksi Infrastruktur Pasca-Gempa Aceh 2016 Telah Rampung
191,"Menteri PUPR Basuki Hadimuljono menuturkan, ketika karier menanjak, Pokja juga harus menjaga gaya hidup agar terhindar dari korupsi.",Menteri Basuki Imbau Pokja Bebas dari Korupsi,"Menteri PUPR Basuki Hadimuljono menuturkan, ketika karier menanjak, Pokja juga harus menjaga gaya hidup agar terhindar dari korupsi. Menteri Basuki Imbau Pokja Bebas dari Korupsi"
192,"Kementerian PUPR terus berupaya semaksimal mungkin mengatasi dampak dari bencana gempa di Lombok, Nusa Tenggara Barat (NTB).","Melihat RISHA, Rumah Anti Gempa dari Kementerian PUPR","Kementerian PUPR terus berupaya semaksimal mungkin mengatasi dampak dari bencana gempa di Lombok, Nusa Tenggara Barat (NTB). Melihat RISHA, Rumah Anti Gempa dari Kementerian PUPR"
193,"Kementerian PUPR akan gunakan kenaikan anggaran untuk program prioritas mendesak, penguatan SDM dan PNPB.","Anggaran Kementerian PUPR Naik Jadi Rp 110,73 Triliun pada 2019","Kementerian PUPR akan gunakan kenaikan anggaran untuk program prioritas mendesak, penguatan SDM dan PNPB. Anggaran Kementerian PUPR Naik Jadi Rp 110,73 Triliun pada 2019"
194,Kementerian PUPR akan anggarkan dana lebih dari Rp 10 miliar untuk perbaikan sanitasi dan air bersih.,Kementerian PUPR Prioritaskan Perbaikan Sanitasi dan Air Bersih di Lombok,Kementerian PUPR akan anggarkan dana lebih dari Rp 10 miliar untuk perbaikan sanitasi dan air bersih. Kementerian PUPR Prioritaskan Perbaikan Sanitasi dan Air Bersih di Lombok
195,"Hingga 31 Juli 2018, progres program sejuta rumah telah menyentuh angka 520.034 unit.",Serapan Anggaran Program Sejuta Rumah Capai 38 Persen,"Hingga 31 Juli 2018, progres program sejuta rumah telah menyentuh angka 520.034 unit. Serapan Anggaran Program Sejuta Rumah Capai 38 Persen"
196,Kebijakan perbaikan infrastruktur dan perumahan warga ini nantinya berdasarkan arahan Badan Nasional Penanggulangan Bencana (BNPB).,"Revitalisasi Infrastruktur Lombok, Kementerian PUPR Tunggu Komando BNPB","Kebijakan perbaikan infrastruktur dan perumahan warga ini nantinya berdasarkan arahan Badan Nasional Penanggulangan Bencana (BNPB). Revitalisasi Infrastruktur Lombok, Kementerian PUPR Tunggu Komando BNPB"
197,Venue Indonesia National Sailing Center dan Jetski Indonesia Academy menjadi yang terbaik dibandingkan yang ada di negara lain.,Jokowi Resmikan 2 Venue Asian Games 2018 di Pantai Ancol,Venue Indonesia National Sailing Center dan Jetski Indonesia Academy menjadi yang terbaik dibandingkan yang ada di negara lain. Jokowi Resmikan 2 Venue Asian Games 2018 di Pantai Ancol
198,"Ketiga pasar tradisional yang diperbaiki yaitu Pasar Atas Bukittinggi, Pasar Johar Semarang dan Pasar Aksara Medan.",3 Pasar Tradisional Diperbaiki Usai Habis Terlalap Api,"Ketiga pasar tradisional yang diperbaiki yaitu Pasar Atas Bukittinggi, Pasar Johar Semarang dan Pasar Aksara Medan. 3 Pasar Tradisional Diperbaiki Usai Habis Terlalap Api"
199,Program pembangunan bendungan diikuti oleh program irigasi premium yakni irigasi yang mendapat suplai air dari bendungan.,Pembangunan 9 Bendungan Ditargetkan Rampung Tahun Ini,Program pembangunan bendungan diikuti oleh program irigasi premium yakni irigasi yang mendapat suplai air dari bendungan. Pembangunan 9 Bendungan Ditargetkan Rampung Tahun Ini
200,"Di samping pembangunan infrastruktur, Kementerian PUPR juga fokus pada pengembangan lansekap dan penghijauan kota.",Daftar Ruang Terbuka Hijau yang Telah Dibangun Kementerian PUPR,"Di samping pembangunan infrastruktur, Kementerian PUPR juga fokus pada pengembangan lansekap dan penghijauan kota. Daftar Ruang Terbuka Hijau yang Telah Dibangun Kementerian PUPR"
201,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus meningkatkan dan memelihara  ruas jalan nasional di Pulau Sumbawa.,"Dukung Ekonomi Daerah, Kementerian PUPR Rapihkan Jalan di Sumbawa","Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus meningkatkan dan memelihara  ruas jalan nasional di Pulau Sumbawa. Dukung Ekonomi Daerah, Kementerian PUPR Rapihkan Jalan di Sumbawa"
202,"Menteri PUPR Basuki Hadimuljono menuturkan, Kementerian PUPR akan tambah panjang tol sekitar 680 KM.",Menteri Basuki Pastikan Proyek PUPR Tak Ada Bahan Impor Tinggi,"Menteri PUPR Basuki Hadimuljono menuturkan, Kementerian PUPR akan tambah panjang tol sekitar 680 KM. Menteri Basuki Pastikan Proyek PUPR Tak Ada Bahan Impor Tinggi"
203,"Keren, ini fakta menarik Bendungan Tanju di Dompu.","Fakta Menarik Bendungan Tanju di Dompu. Cari Tahu, Yuk!","Keren, ini fakta menarik Bendungan Tanju di Dompu. Fakta Menarik Bendungan Tanju di Dompu. Cari Tahu, Yuk!"
204,Kementerian PUPR juga kembali menyatakan akan menindak tegas pihak penyedia jasa konstruksi yang mempekerjakan petugas yang tidak memiliki sertifikat kerja resmi.,Pekerja Konstruksi Bersertifikat bakal Kantongi Gaji Lebih Besar,Kementerian PUPR juga kembali menyatakan akan menindak tegas pihak penyedia jasa konstruksi yang mempekerjakan petugas yang tidak memiliki sertifikat kerja resmi. Pekerja Konstruksi Bersertifikat bakal Kantongi Gaji Lebih Besar
205,Kebutuhan konstruksi infrastruktur tidak hanya berasal dari pemerintah yang menguras kantong Anggaran Pendapatan dan Belanja Negara (APBN).,"Proyek Infrastruktur Ditunda, Tenaga Kerja Konstruksi Masih Dibutuhkan","Kebutuhan konstruksi infrastruktur tidak hanya berasal dari pemerintah yang menguras kantong Anggaran Pendapatan dan Belanja Negara (APBN). Proyek Infrastruktur Ditunda, Tenaga Kerja Konstruksi Masih Dibutuhkan"
206,Direktorat Jenderal Bina Konstruksi akan melatih warga binaan menjadi tenaga kerja konstruksi pada 2019 mendatang.,Anggaran Kementerian PUPR Buat Didik Warga Binaan Naik 2 Kali Lipat,Direktorat Jenderal Bina Konstruksi akan melatih warga binaan menjadi tenaga kerja konstruksi pada 2019 mendatang. Anggaran Kementerian PUPR Buat Didik Warga Binaan Naik 2 Kali Lipat
207,"Dari 3.689 orang penghuni lapas kelas I cipinang, sebanyak 100 narapidana akan mengikuti pelatihan dan sertifikasi.",Penghuni Lapas Cipinang Dapat Pelatihan Tenaga Kerja Konstruksi,"Dari 3.689 orang penghuni lapas kelas I cipinang, sebanyak 100 narapidana akan mengikuti pelatihan dan sertifikasi. Penghuni Lapas Cipinang Dapat Pelatihan Tenaga Kerja Konstruksi"
208,"Tiga bendungan yang sedang dalam tahap konstruksi yakni Bendungan Bintang Bano, Tanju dan Mila semuanya juga dalam kondisi aman.",Tak Ada Kerusakan Infrastruktur Bendungan dan Jalan Akibat Gempa Lombok,"Tiga bendungan yang sedang dalam tahap konstruksi yakni Bendungan Bintang Bano, Tanju dan Mila semuanya juga dalam kondisi aman. Tak Ada Kerusakan Infrastruktur Bendungan dan Jalan Akibat Gempa Lombok"
209,Kementerian PUPR membangun dua tower Rumah Susun untuk mendukung para santri bisa belajar dengan nyaman.,2 Rusun Dibangun di Pesantren Modern Internasional Dea Malela,Kementerian PUPR membangun dua tower Rumah Susun untuk mendukung para santri bisa belajar dengan nyaman. 2 Rusun Dibangun di Pesantren Modern Internasional Dea Malela
210,Kementerian PUPR membangun fasilitas untuk membantu masyarakat mengurangi sampah di Bali.,"Dukung Bali Bersih, Kementerian PUPR Buka Pusat Pengolahan Sampah","Kementerian PUPR membangun fasilitas untuk membantu masyarakat mengurangi sampah di Bali. Dukung Bali Bersih, Kementerian PUPR Buka Pusat Pengolahan Sampah"
